Id,公司名,HR邮箱,地址,规模,类型,领域,公司全称,网址,详细地址,信息
17740,微创软件,jilly@wicresoft.com xiaorm@163.com mktg@wicresoft.com wscampus@wicresoft.com wcyx@gxmi.net,深圳市,150-500人,中外合资,互联网,上海微创软件股份有限公司（深圳分公司）,http://www.wicresoft.com,深圳市南山区高新技术产业园区朗山路同方信息港B栋5楼,上海微创软件股份有限公司（深圳分公司）http://www.wicresoft.com深圳市南山区高新技术产业园区朗山路同方信息港B栋5楼
17741,伊美娜,,邯郸市,2000人以上,私企,其他,伊美娜,邯郸市丛台区人民路金世纪商务中心14层1411,,伊美娜邯郸市丛台区人民路金世纪商务中心14层1411
17744,天擎华媒,tianqinghuamei@126.com tianqing@tqhmbj.com kf@vip.sohu.com,北京市,B轮,50-150人,私企,天擎华媒（北京）科技有限公司,http://www.tqhmbj.com,北京市西城区宣武门外大街10号庄胜广场中央办公楼北翼706,天擎华媒（北京）科技有限公司http://www.tqhmbj.com北京市西城区宣武门外大街10号庄胜广场中央办公楼北翼706
17750,KT足球,,上海市,15-50人,私企,互联网,上海恒豪文化传播有限公司,http://www.ktfootball.com,闸北区俞泾港路11号108创意广场,上海恒豪文化传播有限公司http://www.ktfootball.com闸北区俞泾港路11号108创意广场
17752,盛搜,,北京市,A轮,150-500人,私企,北京盛搜科技有限公司,北京市数码大厦A座2908,,北京盛搜科技有限公司北京市数码大厦A座2908
17755,九度广告,,上海市,15-50人,私企,广告,上海九度广有限公司,http://www.sh9do.com,延长中路801号新华园A座5016室,上海九度广有限公司http://www.sh9do.com延长中路801号新华园A座5016室
17757,金悦诚,,广州市,15人以下,私企,其他,广东金悦诚蓄电池有限公司,http://www.jycbattery.com,,广东金悦诚蓄电池有限公司http://www.jycbattery.com
17762,铺尔铺,,长沙市,150-500人,私企,互联网,深圳市铺尔铺电子商务有限公司长沙分公司,http://www.puepu.com,长沙市芙蓉区五一大道235号湘域中央商务大厦2栋14F,深圳市铺尔铺电子商务有限公司长沙分公司http://www.puepu.com长沙市芙蓉区五一大道235号湘域中央商务大厦2栋14F
17763,上海小莫网络科技有限公司,,上海市,B轮,50-150人,私企,上海昂腾网络科技有限公司,http://www.anytum.com,上海普陀区叶家宅路116号303室,上海昂腾网络科技有限公司http://www.anytum.com上海普陀区叶家宅路116号303室
17775,原子蚂蚁,,深圳市,angel轮,15人以下,私企,深圳原子蚂蚁网络科技有限公司,深圳市南山区新西路7号兰光科技园,,深圳原子蚂蚁网络科技有限公司深圳市南山区新西路7号兰光科技园
17784,南京华思基,,南京市,15-50人,私企,其他,南京华思基机械科技有限公司,http://www.vasgee.com,南京经济技术开发区新港大道9号,南京华思基机械科技有限公司http://www.vasgee.com南京经济技术开发区新港大道9号
17790,武汉星隆奔驰,complaint@xcar.com.cn 评价为您推荐：武汉星隆奔驰4s店老板武汉星隆奔驰招聘职位星隆奔驰电话号码【武汉星隆奔驰4S店_公司介绍】-汽车之家【企业邮箱】1784906995@vip.qq.com 【企业邮箱】1784906995@vip.qq.com 百度快照【企业邮箱】1784906995@vip.qq.com,武汉市,150-500人,私企,其他,武汉星隆奔驰4S店,龙阳大道特1号,,武汉星隆奔驰4S店龙阳大道特1号
17793,三生堂,2497646630@qq.com,西安市,15-50人,私企,电子商务,陕西三生堂健康产业发展有限公司,西安市高新区科技四路天地源丹轩坊小区,,陕西三生堂健康产业发展有限公司西安市高新区科技四路天地源丹轩坊小区
17802,谷乐多现磨豆浆,2590380676@qq.com 1138688083@qq.com,济南市,15人以下,私企,其他,济南众联餐饮管理咨询有限公司,http://www.gld518.com,济南市天桥区凤凰名酒城1005室,济南众联餐饮管理咨询有限公司http://www.gld518.com济南市天桥区凤凰名酒城1005室
17804,有名网,,北京市,15人以下,私企,互联网,北京有名知行科技有限公司,http://www.euming.com,北京市海淀区中关村大街18号中关村互联网教育创新中心1632,北京有名知行科技有限公司http://www.euming.com北京市海淀区中关村大街18号中关村互联网教育创新中心1632
17812,可以科技,,北京市,angel轮,15-50人,私企,北京可以科技有限公司,http://www.cells.io,西二旗领袖新硅谷,北京可以科技有限公司http://www.cells.io西二旗领袖新硅谷
17818,慧云诺康,,北京市,angel轮,15人以下,私企,北京慧云诺康健康科技有限公司,http://www.hyun24.com,北京市海淀区,北京慧云诺康健康科技有限公司http://www.hyun24.com北京市海淀区
17820,隐士科技,,郑州市,angel轮,15-50人,私企,郑州隐士科技有限公司,http://www.yinshiapp.com,二七路28号,郑州隐士科技有限公司http://www.yinshiapp.com二七路28号
17822,杭州彦迪教育咨询有限公司,,杭州市,15人以下,私企,教育,杭州彦迪教育咨询有限公司,http://www.runningbaby.cn,江干区元华旺座中心1号楼1502,杭州彦迪教育咨询有限公司http://www.runningbaby.cn江干区元华旺座中心1号楼1502
17839,大家客家,weiyn@vanke.com jtzmb@1.com.cn xuxu@vip.sina.com 860127459@qq.com gzkjxww@163.com zhxchun2009@QQ.com 13411225588@139.com akms6@163.com mzrbkejiafeng@126.com mzrbzhn@163.com xq@meizhou.cn 472991002@qq.com kjczyh@163.com kingqiu@hotmail.com 1519292269@qq.com 2087667088@qq.com 100316456@qq.com tokjwx@sina.com mzccoo_kf@126.com njktvip@163.com zgnhzx08@126.com kf@vip.sohu.com 商务合作|0755-36881755客服邮箱|kefu@lazyaudio.comCopyright 将报名信息发送至3031037556@qq.com,北京市,15人以下,私企,互联网,大家游戏网络科技有限公司,文二路,,大家游戏网络科技有限公司文二路
17847,玩加赛事,,北京市,angel轮,15人以下,私企,北京玩在一起科技有限公司,http://www.wanplus.com,北苑路领地OFFICE,北京玩在一起科技有限公司http://www.wanplus.com北苑路领地OFFICE
17856,联强国际贸易（中国）有限公司福州分公司,,福州市,public轮,2000人以上,外企,联强国际贸易（中国）有限公司福州分公司,福州台江区平安大厦,,联强国际贸易（中国）有限公司福州分公司福州台江区平安大厦
17857,联强国际贸易（中国）有限公司广州分公司,recruit_gz@synnex.com.hk,广州市,public轮,2000人以上,外企,联强国际贸易（中国）有限公司广州分公司,体育西路,,联强国际贸易（中国）有限公司广州分公司体育西路
17864,立和（中国）传播机构,,杭州市,50-150人,私企,广告,浙江立和文化传播有限公司,http://www.lihemedia.com,朝晖路168号钛合国际A1101,浙江立和文化传播有限公司http://www.lihemedia.com朝晖路168号钛合国际A1101
17872,亿阳集团,,北京市,public轮,2000人以上,私企,亿阳集团股份有限公司,http://www.boco.com.cn,海淀区杏石口路99号A座,亿阳集团股份有限公司http://www.boco.com.cn海淀区杏石口路99号A座
17875,半月谈新媒体中心,bytxmtzx@163.com byt@banyuetan.org bianji@banyuetan.org 投简历到haoli@banyuetan.org,北京市,50-150人,国企,互联网,城市之间（北京）科技有限公司,http://www.banyuetan.org/,石景山区八角盛景大厦C座13-14层,城市之间（北京）科技有限公司http://www.banyuetan.org/石景山区八角盛景大厦C座13-14层
17878,烟台OPPO公司,,烟台市,500-2000人,私企,其他,济南OPPO电子有限公司烟台分公司,烟台市芝罘区西盛街28号第一大道1407-2,,济南OPPO电子有限公司烟台分公司烟台市芝罘区西盛街28号第一大道1407-2
17879,购圈网络,service@1yyg.com hezuo@1yyg.com,西安市,15-50人,私企,互联网,西安购圈网络科技有限公司,http://www.gouquan.com.cn,西安市雁塔区纬二街世纪经典A座1506,西安购圈网络科技有限公司http://www.gouquan.com.cn西安市雁塔区纬二街世纪经典A座1506
17881,西雨,,杭州市,15-50人,私企,游戏,杭州西雨动画有限公司,拱墅区小河路天阳上河4-103,,杭州西雨动画有限公司拱墅区小河路天阳上河4-103
17919,上海海计信息技术有限公司,,上海市,15-50人,国企,IT/软件,上海海计信息技术有限公司,http://www.ssc.net.cn/,郭守敬路585号,上海海计信息技术有限公司http://www.ssc.net.cn/郭守敬路585号
17922,天津快友世纪科技有限公司,,天津市,B轮,15-50人,私企,天津快友世纪科技有限公司,http://www.adview.cn,天津市塘沽区泰达服务外包产业园8号楼8202室,天津快友世纪科技有限公司http://www.adview.cn天津市塘沽区泰达服务外包产业园8号楼8202室
17926,GUYS环球体验,,成都市,15人以下,私企,其他,成都盖世环球体验文化传播有限公司,成都市锦江区汇融国际A座1209,,成都盖世环球体验文化传播有限公司成都市锦江区汇融国际A座1209
17928,华锐视点,,北京市,50-150人,私企,IT/软件,北京华锐视点数字科技有限公司,http://www.vrnew.com,海淀区上地十街辉煌国际4号楼2209,北京华锐视点数字科技有限公司http://www.vrnew.com海淀区上地十街辉煌国际4号楼2209
17939,诺克科技,,广州市,15人以下,私企,互联网,广州诺克信息科技有限公司,天河区天河北路892号国际科贸中心1001,,广州诺克信息科技有限公司天河区天河北路892号国际科贸中心1001
17974,美讯,,深圳市,angel轮,15-50人,私企,深证市美讯投资有限公司,深圳市宝安区82区华美居,,深证市美讯投资有限公司深圳市宝安区82区华美居
17978,杭州采助网络技术有限公司,,杭州市,A轮,50-150人,私企,杭州采助网络技术有限公司,,,杭州采助网络技术有限公司
17980,学习宝,,北京市,B轮,150-500人,外企,北京皆冠投资咨询有限公司,http://www.xuexibao.cn/,北海淀区中关村南大街甲12寰太大厦1509号,北京皆冠投资咨询有限公司http://www.xuexibao.cn/北海淀区中关村南大街甲12寰太大厦1509号
17987,中科华博,,北京市,angel轮,15-50人,私企,北京中科华博科技有限公司,http://www.zkhb.com.cn,北京市海淀区清河翠微大厦A座1124室,北京中科华博科技有限公司http://www.zkhb.com.cn北京市海淀区清河翠微大厦A座1124室
17988,凡宇,z.r.zh@163.net 谢谢。邮箱23768530@qq.com 2871628956@qq.com fanyuwenhua@hotmail.com salessun@163.com,广州市,angel轮,50-150人,私企,广州凡宇物流有限公司,http://www.fanyuhuodi.com,广州市天河区科学城软件路自编18号,广州凡宇物流有限公司http://www.fanyuhuodi.com广州市天河区科学城软件路自编18号
18006,穿衣助手,,上海市,B轮,50-150人,中外合资,上海优梦信息科技有限公司,http://yourdream.cc,政立路 477弄B座19楼,上海优梦信息科技有限公司http://yourdream.cc政立路 477弄B座19楼
18009,荷仙菇生物科技,,北京市,A轮,15人以下,私企,上海荷仙菇生物科技股份有限公司,http://hxg365.com/,北京市朝阳区永安里万豪公寓,上海荷仙菇生物科技股份有限公司http://hxg365.com/北京市朝阳区永安里万豪公寓
18016,钱庄网,505480891@qq.com 250926378@qq.com viyaxie@zero2ipo.com.cn ir@angelclub.com partner@phyt88.com,杭州市,50-150人,私企,互联网,杭州乾庄网络技术有限公司,http://www.qian360.com/,杭州市西湖区文二路391号西湖国际科技园B座裙楼二层(从标有钱庄网的门口上二楼),杭州乾庄网络技术有限公司http://www.qian360.com/杭州市西湖区文二路391号西湖国际科技园B座裙楼二层(从标有钱庄网的门口上二楼)
18019,速游互动,,北京市,15-50人,私企,游戏,北京速游互动科技发展有限公司,北京市朝阳区北苑路金泉时代广场3单元1006,,北京速游互动科技发展有限公司北京市朝阳区北苑路金泉时代广场3单元1006
18027,墨柚,,深圳市,15-50人,私企,移动互联网,深圳市蚂氪网络科技有限公司,http://www.molyo.com,深圳市南山区学府路软件产业基地5C栋2A-1,深圳市蚂氪网络科技有限公司http://www.molyo.com深圳市南山区学府路软件产业基地5C栋2A-1
18028,惠众创想（留住你网）,viyaxie@zero2ipo.com.cn,厦门市,angel轮,15-50人,私企,厦门惠众创想信息技术有限公司,http://weibo.com/liuzhunicom,厦门软件园2期观日路48号1008,厦门惠众创想信息技术有限公司http://weibo.com/liuzhunicom厦门软件园2期观日路48号1008
18033,i燕窝,imaxim@163.com ipvservice@163.com 305416461@qq.com 发我邮箱好伐lunad07@yahoo.com.cn i黑马原创。如需转载请联系邮箱hm@chuangyejia.com,北京市,15人以下,私企,互联网,北京中盛永邦投资管理咨询有限公司,,,北京中盛永邦投资管理咨询有限公司
18042,WaveFax,,广州市,15-50人,私企,IT/软件,广州市新文溯科技有限公司,http://www.wavefax.com.cn,,广州市新文溯科技有限公司http://www.wavefax.com.cn
18044,四万公里,business@40000km.com.cn,北京市,A轮,50-150人,私企,四万公里,http://www.40000km.com.cn,望京soho（全楼空气净化防雾霾五星级办公室）,四万公里http://www.40000km.com.cn望京soho（全楼空气净化防雾霾五星级办公室）
18053,融果金融,service@wangcaicat.com service@huaguo.com,上海市,angel轮,15-50人,私企,上海融果金融信息服务有限公司,http://www.wangcaicat.com,上海市杨浦区锦建路99号腾讯众创空间7楼,上海融果金融信息服务有限公司http://www.wangcaicat.com上海市杨浦区锦建路99号腾讯众创空间7楼
18055,武汉逸合分析商务咨询有限公司,,武汉市,150-500人,私企,互联网,武汉逸合分析商务咨询有限公司,,,武汉逸合分析商务咨询有限公司
18063,杭州投哪儿网络科技有限公司,chenqdvc@126.com 3182219564@qq.com dh@dianhun.cn jiangjuanna@zjptmc.com zhaopin@dianhun.cn 1113023845@qq.com credit.business@service.alibaba.com 245710216@qq.com sales@luopingelec.com,杭州市,A轮,15人以下,私企,杭州投哪儿网络科技有限公司,杭州文一西路998号未来科技城（海创园）1号楼10楼,,杭州投哪儿网络科技有限公司杭州文一西路998号未来科技城（海创园）1号楼10楼
18068,舒迪电器,,东莞市,angel轮,50-150人,私企,东莞舒迪电器有限公司,http://www.soidt.com,东莞市沙田镇大泥管理区舒迪工业园,东莞舒迪电器有限公司http://www.soidt.com东莞市沙田镇大泥管理区舒迪工业园
18073,广州南远,nyqfw@gd.gov.cn jtxx@csair.com 4008888910@nawaa.com service@nanfang-pump.com admin@hope-bridge.com gzwfwj@163.com,广州市,15-50人,私企,IT/软件,广州南远信息科技有限公司,http://www.southfar.com,广州市天河区棠东毓南路1-3号冠达商务中心C栋4013室,广州南远信息科技有限公司http://www.southfar.com广州市天河区棠东毓南路1-3号冠达商务中心C栋4013室
18076,柏文熊,,北京市,150-500人,私企,其他,北京柏文熊贸易有限公司,http://www.teddy88.com,海淀区杏石口路50号中间建筑5区3号楼2单元302室,北京柏文熊贸易有限公司http://www.teddy88.com海淀区杏石口路50号中间建筑5区3号楼2单元302室
18080,快乐舟艺术学科早期教育,,佛山市,50-150人,私企,教育,佛山市乐舟美术艺术咨询有限公司,http://www.happyboat.net,佛山市禅城区九鼎国际城二区东门2603,佛山市乐舟美术艺术咨询有限公司http://www.happyboat.net佛山市禅城区九鼎国际城二区东门2603
18085,赢创咨询,qhtcbxxxAGEP@58.com,成都市,15-50人,私企,其他,赢创咨询,http://www.wintous.cn/,,赢创咨询http://www.wintous.cn/
18087,泰克正通,,北京市,15-50人,私企,其他,北京泰克正通科贸有限公司,北京市朝阳区亮马桥路32号高斓大厦901,,北京泰克正通科贸有限公司北京市朝阳区亮马桥路32号高斓大厦901
18090,云团科技,,北京市,A轮,15人以下,私企,北京云团科技有限公司,,,北京云团科技有限公司
18096,雅旅,,淄博市,angel轮,150-500人,私企,上海雅旅网络科技有限公司,http://www.yakelvxing.com,张店区中润大道与泰美路交叉处德馨园小区,上海雅旅网络科技有限公司http://www.yakelvxing.com张店区中润大道与泰美路交叉处德馨园小区
18103,中移博锐,,武汉市,15-50人,私企,移动互联网,武汉中移博锐科技有限公司,http://www.winkingbao.com,武汉市武昌区洪山广场洪广大酒店A座1428,武汉中移博锐科技有限公司http://www.winkingbao.com武汉市武昌区洪山广场洪广大酒店A座1428
18104,达毅思创,zptousu@58.com elin_zhang@drivingstrong.com.cn quee_xiong@drivingstrong.com.cn dx_manyidea@163.com ph@thepai.com.cn,北京市,50-150人,私企,广告,北京达毅思创公关顾问有限公司,http://www.drivingstrong.com.cn,北京市朝阳区广渠路31号院1号楼402,北京达毅思创公关顾问有限公司http://www.drivingstrong.com.cn北京市朝阳区广渠路31号院1号楼402
18105,轮子科技,,青岛市,150-500人,私企,移动互联网,中瑞投资控股,http://admin.1handcar.com/,青岛市市北区福州北路133号鼎都商务4号楼336室,中瑞投资控股http://admin.1handcar.com/青岛市市北区福州北路133号鼎都商务4号楼336室
18110,阿拉社区,,上海市,angel轮,15-50人,私企,上海铁豪广告有限公司,http://www.alasq.com,杨浦区翔殷路1128号沪东金融大厦13楼A1,上海铁豪广告有限公司http://www.alasq.com杨浦区翔殷路1128号沪东金融大厦13楼A1
18113,我爱教师网,2880623741@qq.com,北京市,50-150人,私企,教育,北京博恩行知教育科技有限公司,http://www.52jiaoshi.com,北京市海淀区中关村大街18号互联网教育中心933,北京博恩行知教育科技有限公司http://www.52jiaoshi.com北京市海淀区中关村大街18号互联网教育中心933
18122,远邦科技,jinanyb2015@163.com,济南市,50-150人,私企,其他,山东远邦科技集团有限公司,http://www.yuanbon.com,南新街66号,山东远邦科技集团有限公司http://www.yuanbon.com南新街66号
18123,我淘淘,,北京市,angel轮,500-2000人,私企,北京我淘信息技术有限公司,http://www.wotaotao.com,北京市朝阳区广渠路3号竞园艺术中心,北京我淘信息技术有限公司http://www.wotaotao.com北京市朝阳区广渠路3号竞园艺术中心
18131,csdn,,北京市,C轮,500-2000人,私企,北京创新乐知信息技术有限公司,,,北京创新乐知信息技术有限公司
18132,欧晟信息科技,,广州市,angel轮,15-50人,私企,广州欧晟信息科技有限公司,珠江新城华强路9号保利克洛维2602室,,广州欧晟信息科技有限公司珠江新城华强路9号保利克洛维2602室
18135,诚易企业,,佛山市,15-50人,私企,互联网,佛山诚易昊天科技文化发展有限公司,http://www.chengyi99.com/,广东省佛山市禅城区季华二路佛山国家火炬创新创业园C座11楼,佛山诚易昊天科技文化发展有限公司http://www.chengyi99.com/广东省佛山市禅城区季华二路佛山国家火炬创新创业园C座11楼
18137,灵犀金融,,杭州市,A轮,150-500人,私企,杭州心有灵犀互联网金融股份有限公司,http://www.eceyes.cn,西湖区文二路385号汽轮大厦11楼,杭州心有灵犀互联网金融股份有限公司http://www.eceyes.cn西湖区文二路385号汽轮大厦11楼
18147,视好传媒,,上海市,angel轮,15-50人,私企,视好（上海）文化传媒有限公司,上海市徐汇区龙吴路1727弄,,视好（上海）文化传媒有限公司上海市徐汇区龙吴路1727弄
18162,汕头英盛,,汕头市,50-150人,私企,互联网,汕头市英盛企业管理顾问有限公司,http://www.yingsheng.com,广东省汕头市衡山路明珠广场锦龙商业大厦2305-2308,汕头市英盛企业管理顾问有限公司http://www.yingsheng.com广东省汕头市衡山路明珠广场锦龙商业大厦2305-2308
18163,重庆伊之东贸易有限公司,67600152@hotmail.com 353024593@qq.com 546451408@qq.com,重庆市,50-150人,私企,其他,重庆伊之东贸易有限公司,重庆渝北空港大道科勒路奥投物流园,,重庆伊之东贸易有限公司重庆渝北空港大道科勒路奥投物流园
18166,szzt,,深圳市,public轮,500-2000人,私企,深圳市证通电子股份有限公司,http://www.szzt.com.cn,深圳市光明新区同观路三号证通电子产业园,深圳市证通电子股份有限公司http://www.szzt.com.cn深圳市光明新区同观路三号证通电子产业园
18167,锦绣生鲜,,北京市,15-50人,私企,电子商务,北京锦绣生鲜农业科技发展有限公司,http://www.jinxiushengxian.com,北京市海淀区阜石路69号,北京锦绣生鲜农业科技发展有限公司http://www.jinxiushengxian.com北京市海淀区阜石路69号
18174,珠海丽明四方科技有限公司,,珠海市,angel轮,15-50人,私企,珠海丽明四方科技有限公司,,,珠海丽明四方科技有限公司
18177,创业俱乐部,1205205255@qq.com admin@beautiman.com 657872426@qq.com 发送至就创中心邮箱jiuye@nwu.edu.cn zab62081065@163.com 120028031@qq.com pmp@pmp.com.cn 396365258@qq.com Service@sczyxy.org scrcb@163.com ybu_kab@163.com editor@p2p001.com viyaxie@zero2ipo.com.cn cwnuxtw2012@163.com scrbpl@126.com Service@X-elerator.com contact@icxo.com article@icxo.com,郑州市,15人以下,私企,其他,河南省青年创业俱乐部,河南省郑州市高新区瑞达路创业中心大厦十楼,,河南省青年创业俱乐部河南省郑州市高新区瑞达路创业中心大厦十楼
18194,广州小丑鱼,2695184114@qq.com 313916829@qq.com kf@vip.sohu.com 360baike@360.cn 3550613@qq.com xnyzhb@scau.edu.cn pdstar@vip.163.com info@dumaguetedive.com -马可波罗网13656599291【邮箱】swcover@126.com 邮箱是610122818@qq.com 590条评价为您推荐：魔泥布用完怎么存放即时冰魔泥阿梵思魔泥美白13656599291【邮箱】swcover@126.com 590条评价13656599291【邮箱】swcover@126.com,广州市,A轮,15-50人,私企,广州小丑鱼信息科技有限公司,广州市天河区科韵路16号广州信息港,,广州小丑鱼信息科技有限公司广州市天河区科韵路16号广州信息港
18203,狗民网,,北京市,50-150人,私企,互联网,北京世纪良友科技有限公司,http://www.goumin.com,北京市朝阳区望京六佰本商业区北区4层,北京世纪良友科技有限公司http://www.goumin.com北京市朝阳区望京六佰本商业区北区4层
18237,爱科学,,北京市,angel轮,15-50人,私企,北京爱赛因斯科技有限公司,北京市西城区马甸桥北华龙大厦A座,,北京爱赛因斯科技有限公司北京市西城区马甸桥北华龙大厦A座
18242,聚禾富,kefu@juhefu.cn,北京市,A轮,50-150人,私企,重庆聚禾富科技有限公司,北京市朝阳区东四环中路39号华业国际中心A座218,,重庆聚禾富科技有限公司北京市朝阳区东四环中路39号华业国际中心A座218
18243,乐堂网络科技,job@joymeng.com,广州市,A轮,150-500人,私企,上海乐堂网络科技有限公司广州分公司,天河区奥园大厦8楼,,上海乐堂网络科技有限公司广州分公司天河区奥园大厦8楼
18248,穗宝集团,,广州市,500-2000人,私企,其他,广州欧亚床垫家具有限公司,http://www.suibao.com/,越秀区万福路133号,广州欧亚床垫家具有限公司http://www.suibao.com/越秀区万福路133号
18250,Sensbeat,,深圳市,angel轮,15人以下,外企,Sensbeat LTD,http://www.sensbeat.com,,Sensbeat LTDhttp://www.sensbeat.com
18251,linjia.me,liuweili@linjia.me tianheyinxiang@163.com *anme*@mail.ustc.edu.cn *sc32*@mail.ustc.edu *linjia*@mail.ustc.edu.cn *yko*@ustc.edu.cn hq19862008@163.com jinxiaoyi999@126.com linjiaweil@163.com yl19934020@163.com Shivangkhandels@purdue.edu Neclaneren@purdue.edu Jijichen1@purdue.edu,上海市,150-500人,外企,互联网,上海邻之趣网络科技有限公司,http://linjia.me,上海市徐汇区冠生园路231号5F,上海邻之趣网络科技有限公司http://linjia.me上海市徐汇区冠生园路231号5F
18258,亿拍科技,,北京市,angel轮,50-150人,私企,亿拍天下(北京)网络科技有限公司,http://www.expai.com,北京市朝阳区利泽中二路望京科技创业园E座412A,亿拍天下(北京)网络科技有限公司http://www.expai.com北京市朝阳区利泽中二路望京科技创业园E座412A
18265,移民帮,tougao@htke.com,上海市,angel轮,15-50人,私企,上海寰投信息科技有限公司,http://www.yiminban.com,银山路183号6号楼209室,上海寰投信息科技有限公司http://www.yiminban.com银山路183号6号楼209室
18270,秀餐网,,北京市,angel轮,50-150人,私企,北京网信友诚科技有限公司,北京市海淀区东北旺西路8号中关村软件园孵化器3B座1208室,,北京网信友诚科技有限公司北京市海淀区东北旺西路8号中关村软件园孵化器3B座1208室
18273,非攻,,广州市,A轮,15-50人,私企,广州非攻信息科技有限公司,http://www.icoudoor.com,番禺区锦绣香江牡丹园,广州非攻信息科技有限公司http://www.icoudoor.com番禺区锦绣香江牡丹园
18284,yant,yant12@163.com yantshou@126.com shilvyantrfb@163.com zfgjj@yantai.gov.cn elanw@elanw.com yantrenji@163.com service@weather.com.cn amyguo_shyt@yantinchem.com bianjibu@yanxiu.com ytwz@yantian.gov.cn yant120@126.com info@yantinchem.com.hk yantt568@sina.com aikangli@163.com 22@139.co hys@braiyant.com dipingxian@yantu.cn yantting@gmail.com clxyxsb@163.com YANTSHOU@126.COM abuse@bizcn.com emuchnet@foxmail.com 2453006496@qq.com sogoumap@sohu-inc.com aits@163.com,烟台市,500-2000人,中外合资,其他,yant,,,yant
18291,海特咨询,cnxa@live.cn,北京市,15-50人,私企,其他,海特咨询(北京)有限公司,http://www.hightierconsulting.com,朝阳区东大桥路8号尚都国际中心1908室,海特咨询(北京)有限公司http://www.hightierconsulting.com朝阳区东大桥路8号尚都国际中心1908室
18292,稻禾知旅,,北京市,angel轮,15人以下,私企,稻禾知旅(北京)网络科技有限公司,北京市昌平区回龙观西大街115号龙冠大厦,,稻禾知旅(北京)网络科技有限公司北京市昌平区回龙观西大街115号龙冠大厦
18297,南京睿睿软件科技有限公司,,南京市,15人以下,私企,IT/软件,南京睿睿软件科技有限公司,http://www.imlxs.com,软件大道,南京睿睿软件科技有限公司http://www.imlxs.com软件大道
18298,启明电子有限公司,,衡水市,15-50人,私企,互联网,启明电子有限公司,和平西路189号康泰大厦,,启明电子有限公司和平西路189号康泰大厦
18304,ROARINGWILD,,深圳市,15人以下,私企,其他,洛林华勒服装有限公司,http://weibo.com/roaringwild,,洛林华勒服装有限公司http://weibo.com/roaringwild
18311,安索无线,,杭州市,15人以下,私企,智能硬件,杭州安索科技有限公司,http://www.ansortech.com,拱墅区北部软件园祥园路38号A627,杭州安索科技有限公司http://www.ansortech.com拱墅区北部软件园祥园路38号A627
18319,51明白,,上海市,50-150人,私企,互联网,上海艾知信息科技有限公司,,,上海艾知信息科技有限公司
18328,之上传播,,北京市,15人以下,私企,其他,之上文化传播（北京）有限公司,朝阳区东三环北路丙2号天元港中心A座803,,之上文化传播（北京）有限公司朝阳区东三环北路丙2号天元港中心A座803
18333,有巢氏装饰,,广州市,15-50人,私企,其他,广州市有巢氏装饰工程有限公司,http://www.gzycs.com,花都区三东大道与曙光路交汇口（古风大厦对面）,广州市有巢氏装饰工程有限公司http://www.gzycs.com花都区三东大道与曙光路交汇口（古风大厦对面）
18335,BBX,dfgsdgsdgfdgsdf@163.com xcvcxvbbxc65@outlook.com yhhtfoods@126.com bbx_xiang@163.com,北京市,15-50人,私企,其他,BBX易货世界 昌平公司,http://www.ebbx.com,北京市昌平区龙水路,BBX易货世界 昌平公司http://www.ebbx.com北京市昌平区龙水路
18339,晶北科技,,西安市,angel轮,15-50人,私企,西安晶北电子科技有限公司,http://www.jingb.net,西安市电子1路18号,西安晶北电子科技有限公司http://www.jingb.net西安市电子1路18号
18342,知立达,,成都市,15-50人,私企,互联网,成都知立达科技有限公司,成都市高新区天府软件园b3,,成都知立达科技有限公司成都市高新区天府软件园b3
18346,瑞倪股权,854038719@qq.com,上海市,50-150人,私企,金融,上海瑞倪股权投资基金管理有限公司,,,上海瑞倪股权投资基金管理有限公司
18349,暂无科技,support@edusoho.com sinohljjs@163.com,北京市,15人以下,私企,互联网,暂无科技,,,暂无科技
18357,尚科在线,,武汉市,15-50人,私企,互联网,武汉尚科在线网络技术有限公司,武汉市东湖新技术开发区关山大道（武汉职业技术学院旁）光谷创意产业基地B坐319室,,武汉尚科在线网络技术有限公司武汉市东湖新技术开发区关山大道（武汉职业技术学院旁）光谷创意产业基地B坐319室
18359,我趣旅行网,,深圳市,B轮,150-500人,外企,我趣信息技术（深圳）有限公司,http://www.woqu.com,深圳市南山区高新南四道8号创维半导体设计大厦西座406,我趣信息技术（深圳）有限公司http://www.woqu.com深圳市南山区高新南四道8号创维半导体设计大厦西座406
18360,江苏华佳控股集团有限公司,,苏州市,150-500人,私企,电子商务,江苏华佳控股集团有限公司,http://www.huajiasilk.com,苏州大道西8号，中银惠龙大厦,江苏华佳控股集团有限公司http://www.huajiasilk.com苏州大道西8号，中银惠龙大厦
18361,MagicWiFi,info@magicwifi.com.cn vdisk@sina.cn ir@angelclub.com news@netsun.com viyaxie@zero2ipo.com.cn vmoralestritax@gmail.com kf@vip.sohu,深圳市,A轮,50-150人,私企,深圳市网联天下科技有限公司,http://www.magicwifi.com.cn,深圳市南山区科技园南十二路长虹科技大厦1710-1711,深圳市网联天下科技有限公司http://www.magicwifi.com.cn深圳市南山区科技园南十二路长虹科技大厦1710-1711
18365,福建联众精工电子科技有限公司,,福州市,50-150人,私企,移动互联网,福建联众精工电子科技有限公司,福州市鼓楼区五一中路正大广场御景台2022室,,福建联众精工电子科技有限公司福州市鼓楼区五一中路正大广场御景台2022室
